"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","본건_주소(ADDRESS)","사례번호(SRNUM)","본건_전용면적(BON_HO_AREA)","사례_주소(SR_ADDRESS)","사례_본번(SR_BUN1)","사례_부번(SR_BUN2)","사례_건물이름(SR_BLDNAME)","사례_거래년월(SR_YYYYMM)","사례_보증금(SR_DEPOSIT)","사례_월세(SR_RENT)","사례_조정_보증금(SR_MOD_DEPO)","사례_조정_월세(SR_MOD_RENT)","사례_건축연도(SR_CON_YEAR)","사례_전용면적(SR_AREA)","사례_층수(SR_FLOOR)"
"1126010300102740025","202006","11710-100242279","11305-100231225","서**별**구** ** **3**1**","2","40.84","서**별**송** **동**","0179","0092","청*에*빌","202001",2500,70,5199,128,"2015",52.62,3
"1171010600100120001","202105","11680-100237389","11650-100239775","서**별**광** **동**1**번**","3","52.66","서**별**서** **동**","0823","0004","골*빌","201909",23000,40,11611,50,"2019",30.03,3
"1150010300104520006","202004","11215-100216039","11260-100247986","서**별**은** **동**1**9**","4","45.78","서**별**중** **동**","0115","0022","한*타*빌","202002",3000,40,3067,69,"2003",29.32,5
"1121510100101350010","202005","11530-3619","11260-100244512","서**별**광** **동**6**2**","2","62.56","서**별**서** **동**","0181","0015","삼*풍*채","202002",9000,20,4256,60,"2008",93.57,4
"1144012400102570001","202104","11440-100260664","11215-100230171","서**별**강** **동**0**3**지**","3","49.27","서**별**금** **동**","0145","0009","예*리*빌","202003",7000,45,5089,61,"1991",20.47,2
"1154510300109830013","202101","11500-100250688","11590-100214687","서**별**관** **동**2**7**","3","64.15","서**별**서** **동**","0231","0000","예*홈*운","202102",5000,125,7209,83,"1988",38.68,3
"1138010800100270032","202003","11230-100218504","11680-100249013","서**별**마** **동**3**4**","1","42.71","서**별**서** **동**","0051","0004","(*1*-*6*","201909",6000,70,4214,71,"2012",42.04,3
"1150010800106620001","202007","11290-100251969","11545-22449","서**별**강** **동**7**지**","3","46.74","서**별**강** **","0396","0013","선*하*츠","202001",1500,90,6171,45,"2015",56.4,2
"1150010300108680016","202007","11500-100195484","11545-68904","서**별**도** **동**8**1**지**","5","37.65","서**별**구** **동**","0791","0002","쉐*","202012",2000,25,7682,69,"1987",14.04,2
"1123010600100920038","202001","11290-22165","11500-145601","서**별**은** **동**8**4**지**","2","59.76","서**별**송** **동**","0379","0025","청*그*빌*동","202009",4000,60,3692,82,"2018",51.27,2
"1126010300104560000","202104","11500-100195533","11500-100306155","서**별**송** **동**6**지**","1","55.41","서**별**구** **동**","0015","0020","이*주*","202105",6000,50,7005,50,"2019",26.98,5
"1150010300111300007","202105","11470-100214852","11470-100212634","서**별**양** **동**1**2**지**","5","45.71","서**별**송** **동**","0014","0041","중*하*츠*라","202102",10000,15,4460,43,"2014",29.32,3
"1150010300103980010","202003","11740-100199518","11170-100216190","서**별**광** **동**4**3**","2","65.64","서**별**도** **","0042","0007","다*펠*스","202104",9000,8,5104,45,"2005",62.21,5
"1153010900102130021","202103","11260-100241461","11410-88557","서**별**구** **동**0**1**","1","43.92","서**별**강** **동**","0609","0007","(*-*)","202004",12000,68,5197,47,"2018",59.27,4
"1130510300100770054","202005","11110-100218166","11710-100532780","서**별**강** **동**9**1**","2","20.17","서**별**구** **동**","0881","0002","(*1*-*9*","202104",13500,55,5297,35,"1985",36.96,3
"1171010600100980004","202008","11230-100241947","11470-100232742","서**별**양** **동**6**2**","2","31.53","서**별**강** **동**","0030","0004","정*파*빌","202012",2000,60,5807,41,"2003",42.98,3
"1174010700104860024","202104","11545-100218858","11545-22415","서**별**양** **동**6**8**","3","39.36","서**별**강** **동**","0158","0002","성*빌*트","202102",12000,50,4745,31,"2012",27.92,3
"1132010600106880000","202002","11305-17725","11500-100206871","서**별**관** **동**9**2**지**","1","12.98","서**별**도** **동**","0870","1080","서*캐*","202010",3000,59,4758,54,"2017",53.94,3
"1174010700104700018","202001","11380-100290214","11230-100233958","서**별**마** **동**8**4**지**","2","29.06","서**별**은** **동**","0745","0003","힐*리*아*트*1*1*1*2*1*3*)","202005",15000,120,5044,65,"2019",51.1,4
"1144012000104740018","202007","11305-100207582","11740-100248691","서**별**양** ** **4**0**","2","63.43","서**별**송** **동**","0014","0001","서*플*렌*5*7","202104",2000,15,5092,82,"2008",58.62,2
"1168011400106820006","202105","11440-100191072","11530-108042","서**별**광** **동**2**2**지**","1","12.57","서**별**동**구**안**","0957","0008","신*리*빌*","201909",5000,50,3275,40,"2009",28.74,1
"1138010800100280002","202003","11500-19134","11545-100228374","서**별**은** **동**8**번**","1","43.17","서**별**동**구**안**","0010","0151","상*아*빌","201911",10000,65,7631,52,"2015",28.7,3
"1168010800101930029","202104","11590-100225805","11230-100226660","서**별**관** **동**0**5**지**","3","45.06","서**별**강** **동**","0056","0011","부*쉐*빌*동","202002",28000,75,6264,41,"2000",56.68,2
"1174010900102140005","202012","11545-3544","11470-100218407","서**별**은** **동**7**1**지**","5","53.57","서**별**구** **동**","0424","0015","트*빌*지*동","202106",12000,65,4423,42,"2016",29.95,3
"1168011800109550007","202104","11590-11522","11440-100184225","서**별**서** **동**7**5**","2","48.98","서**별**서**구**천**","0533","0000","인*시*빌*5*3*1*)","202001",4000,22,4524,60,"2003",23.03,6
"1147010300100090014","202004","11470-100198266","11470-100198268","서**별**마** **동**4**4**지**","2","75.35","서**별**송** **동**","0325","0036","궁*빌*","202105",18900,28,5326,87,"2016",54.88,3
"1174010700104750048","202004","11530-3704","11710-130387","서**별**금** **동**7**2**","2","48.92","서**별**중** **동**","0410","0012","토*타*(*1*-*)","201911",3000,45,5259,31,"2003",15.6,2
"1174010700104500011","202105","11380-100196673","11410-100223309","서**별**송** **동**7**4**","1","63.62","서**별**마** **동**","0771","0022","방*빌*(*8*-*8*","202007",1000,80,6027,73,"2019",60.97,4
"1153010800101560015","202011","11710-100517932","11215-100235124","서**별**강** **동**8**1**지**","2","36.51","서**별**관** **동**","0870","0008","대*네*트*","202008",1000,30,4610,85,"2016",39.26,3
"1147010200107960020","202105","11680-100250169","11380-100284113","서**별**강** **동**3**2**","2","57.8","서**별**송** **동**","0617","0004","우*테*빌*1*4*-*9*","202011",5000,14,3067,39,"2000",29.99,5
"1153011000100440001","202103","11410-100197788","11110-44070","서**별**관** **동**7**5**","2","29.28","서**별**마** **동**","0942","0007","에*엠*리*","201909",10000,75,3332,87,"2020",53.62,1
"1138010500102160015","202007","11230-100212884","11110-74447","서**별**강** **동**1**2**","2","42.87","서**별**금** **동**","0427","0213","제*드*","201907",2500,50,5567,39,"2015",29.58,5
"1138010600100510032","202101","11680-100201527","11650-100260421","서**별**동** **동**0**지**","3","27.49","서**별**강** **동**","0146","0037","벨*어*우*(*동*","202102",5000,71,5667,60,"2014",29.41,4
"1123010600103240004","202002","11740-100172894","11440-100232341","서**별**은** **동**0**2**지**","3","24.36","서**별**송** **동**","0150","0021","(*4*-*1*)","202106",8000,70,2431,38,"2002",72.15,2
"1111017000100050099","202006","11650-100264726","11440-100362","서**별**강** **동**2**6**","2","50.5","서**별**강** **동**","0094","0042","반*빌*지","202006",2000,20,3260,60,"2012",23.1,5
"1138010900100080007","202005","11545-100198666","11545-34271","서**별**강** **동**4**1**지**","1","29.57","서**별**마** **동**","0025","0000","L*센*레*","202002",10000,50,5828,48,"1988",29.27,1
"1123010600103930004","202005","11380-33359","11290-100248603","서**별**송** **동**7**5**","3","29.94","서**별**은** **동**","0318","0066","금*빌*","202004",2000,45,3152,30,"1985",52.48,3
"1154510200110430043","202001","11440-100184969","11500-100198614","서**별**송** **동**9**1**지**","2","27.65","서**별**강** **","0190","0025","우*스*이*(*8*-*0*","201912",10000,35,10048,63,"2010",44.93,3
"1171010100103100006","202009","11440-100233814","11710-121806","서**별**마** **동**0**7**","3","49","서**별**강** **동**","0349","0000","우*하*","202106",4000,20,3317,59,"2003",79.56,2
"1147010300100870001","202006","11380-100231710","11440-100184587","서**별**강** **동**9**2**번**","2","35.77","서**별**성** **동**","0213","0000","중*빌","201908",5000,40,7205,41,"2016",63.87,6
"1141011900103180019","202002","11740-100254641","11710-100520221","서**별**관** **동**0**-**번**","1","59.91","서**별**중** **동**","0235","0012","인*하*츠*라","202104",2000,68,3781,33,"2015",29.82,4
"1159010300104810002","202104","11530-3399","11440-95072","서**별**은** **동**9**4**","3","43.87","서**별**송** **동**","0949","0000","라*","202104",2500,30,5128,37,"1991",84.84,4
"1165010200103760005","202009","11710-100235097","11680-100249711","서**별**서** **동**0**6**","3","72.015","서**별**도** **동**","0160","0049","대*빌*","202009",5000,50,10046,54,"1982",56.3,1
"1165010100108920002","202102","11440-100256500","11710-100515228","서**별**강** **동**6**3**지**","5","14.52","서**별**송** **동**","0312","0138","(*8*-*9*","202007",3000,75,5758,48,"2020",76.29,4
"1153010900101560013","202007","11215-100245792","11710-100504255","서**별**송** **동**3**번**","3","52.41","서**별**서** **동**","0966","0073","은*파*빌","201908",3500,70,6002,41,"2017",57.67,3
"1150010200106470004","202105","11680-100284723","11680-100252534","서**별**중** **동**0**4**","3","29.16","서**별**강** **동**","0940","0037","스*트*","202001",5000,80,7727,54,"2017",49.58,3
"1138010800100150019","202011","11470-100216482","11500-100184410","서**별**송** **동**5**1**","1","21.72","서**별**강** **동**","0633","0013","성*주*","202101",16000,80,3327,73,"2019",62.59,4
"1168011800109550007","202008","11560-100231014","11650-100251904","서**별**강** **동**0**3**지**","3","81.3","서**별**금** **동**","0242","0012","샛*빌*","201909",4000,60,5008,53,"2000",58.62,3
"1147010200104980018","202009","11140-21647","11500-100252765","서**별**관** **동**0**-**번**","1","44.01","서**별**강** **동**","0391","0006","삼*아*빌","201912",1500,35,4772,66,"2002",58.05,5
"1130510300104510100","202104","11620-100234912","11740-100211725","서**별**송** **동**2**0**","1","67.53","서**별**광** **동**","0339","0006","일*맨*","202009",4000,55,7655,56,"1982",77.58,3
"1150010300104680004","202010","11500-100181680","11500-100279566","서**별**은** **동**1**2**지**","1","32.4","서**별**성** **동**","0045","0109","대*빌*","202010",9000,20,4520,62,"2013",37.51,1
"1120010700101680002","202011","11230-24893","11530-61741","서**별**은** **동**1**3**","3","45.76","서**별**강** **동**","0083","0013","로*빌","202002",7000,60,5868,60,"2019",44.58,3
"1138010500100230036","202007","11740-100189436","11680-63656","서**별**구** **동**5**4**","2","47.08","서**별**강** **동**","0160","0115","문*","202102",1500,110,4224,56,"1985",53.41,5
"1154510200103780295","202102","11590-10476","11530-100243999","서**별**강** **동**5**2**지**","3","49.22","서**별**성** **동**","0158","0002","세*파*빌","202101",15000,80,3301,46,"2019",30.03,3
"1130510300102700027","202012","11500-100195890","11710-123027","서**별**성** **동**1**8**","1","37.84","서**별**구** **","0094","0027","센*리*","202002",3000,70,6560,48,"2018",40.95,4
"1171010600100650002","202102","11230-100238972","11530-100215659","서**별**강** **동**1**4**","2","24.85","서**별**동** **동**","0507","0005","럭*평*빌*","202101",6000,15,5017,85,"2019",61.1,2
"1168010800101130004","202007","11530-3703","11500-175800","서**별**송** **동**3**2**","2","130.29","서**별**송** **동**","0397","0121","금*석*티*9*","202007",12000,65,5955,87,"1991",70.13,2
"1123010600104260003","202105","11710-100475060","11680-100263502","서**별**동**구**안**4**-**지**","4","54.2","서**별**송** **동**","0364","0000","나*스*빌","201908",3400,90,5198,47,"2019",29.91,3
"1147010300105070012","202012","11590-100219105","11650-100276401","서**별**강** **동**0**7**","1","29.95","서**별**송** **동**","0426","0007","드*하*츠","202009",2000,65,5053,42,"2002",45.14,3
"1153010300101250010","202103","11680-100261970","11710-62047","서**별**광** **동**2**3**","5","14.13","서**별**강** **동**","0212","0001","(*7*-*2*","202003",15000,50,6129,36,"1979",26.91,4
"1150010300108050013","202102","11740-100244404","11215-100234960","서**별**서** **동**1**1**","5","49.03","서**별**동** **동**","0587","0024","성*빌*(*1*7*)","202103",12000,30,3828,35,"2016",37.42,2
"1132010700106080146","202104","11710-100460886","11590-70647","서**별**양** ** **1**번**","1","72.39","서**별**금** **동**","0409","0012","우*하*츠*","202106",10000,40,7631,46,"1994",47.45,2
"1168010100107450023","202105","11320-100210664","11440-100258098","서**별**도** **동**5**4**","1","29.97","서**별**강** **동**","1481","0006","(*7*-*2*","202102",10000,50,6077,85,"1981",24.33,4
"1126010300103280035","202009","11740-9665","11260-100208629","서**별**강** **동**9**3**지**","5","41.28","서**별**송** **동**","0464","0037","응*하*스","201912",16000,100,6828,66,"2017",64.52,2
"1168010800102510007","202002","11500-100319868","11620-100242287","서**별**송** **동**4**1**지**","5","26.95","서**별**양** **동**","0017","0138","정*홈*운","202102",15000,60,14755,57,"2016",31.92,6
"1174010900103090016","202102","11320-100214925","11680-168727","서**별**강** **동**7**2**","1","42.38","서**별**송** **동**","0244","0001","동*에*빌*4*-*3*","202101",5000,60,2827,22,"1993",24.22,4
"1171010500102790012","202006","11680-100255550","11545-100217930","서**별**구** **동**9**7**","3","77.4","서**별**중** **동**","0543","0004","네*트*2*","202103",4000,80,2286,51,"2016",33.87,3
