"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","주소(ADDRESS)","자치구코드(SREG)","법정동코드(SEUB)","대지구분(DAEJI)","본번(BUNJI1)","부번(BUNJI2)","건물이름(BLDNAME)","건물(동)이름(DONGNAME)","지상지하구분(FLOORTYPE)","층_번호(FLOORNUMBER)","호_이름(HONAME)","건물골조(GUJONAME)","지붕구조(ROOFNAME)","전용면적(JYAREA)","공용면적(GYAREA)","전세시세유무(HAVE_SISE1)","월세시세유무(HAVE_SISE2)"
"1144012400104870117","202003","11170-26420","11290-100192650","서**별**강** **동**9**2**","11620","10800","1","1370","0015","대*하*츠","",20,5,"101","철근콘크리트구조","(철근)콘크리트",50.68,3.35,1,1
"1156012800102180001","202003","11710-100473682","11545-100195901","서**별**강** **동**4**9**","11470","10100","1","0856","0017","","",20,4,"201","철근콘크리트구조","(철근)콘크리트",38.6,9.52,1,1
"1121510300105910004","202012","11710-100517241","11290-120493","서**별**중** **동**5**5**","11290","10600","1","0118","0022","","",20,5,"403","철근콘크리트구조","(철근)콘크리트",50.28,12.527,1,1
"1150010800113550007","202005","11230-100216554","11470-77700","서**별**강** **동**9**4**","11710","10800","1","1214","0088","대*아*빌","",20,6,"502","벽돌구조","(철근)콘크리트",27,6.43,1,1
"1159010200103350051","202003","11530-20290","11500-100255934","서**별**광** **동**5**8**","11230","13500","1","0419","0001","환*빌","",20,2,"301","철근콘크리트구조","(철근)콘크리트",60.37,8.58,1,0
"1132010600104380004","202004","11170-100214859","11530-100201847","서**별**광** **동**4**","11380","10300","1","0533","0082","유*빌","",20,2,"202","철근콘크리트구조","(철근)콘크리트",73.99,2.16,1,1
"1153010800101560015","202001","11320-100212955","11710-100522757","서**별**관** **동**9**3**","11440","10700","1","0497","0006","","",20,1,"104","철근콘크리트구조","(철근)콘크리트",41.46,5.04,0,0
"1130510300104050010","202005","11545-8370","11680-177244","서**별**마** **동**4**2**","11410","10100","1","0005","0081","삼*아*트","",20,5,"401","철근콘크리트구조","(철근)콘크리트",52.73,5.41,1,1
"1129013800102190182","202006","11560-9556","11500-128042","서**별**강** **동**6**1**","11110","11000","1","0042","0015","","",20,3,"202","철근콘크리트구조","(철근)콘크리트",55.43,4.82,1,1
"1162010100108810026","202003","11305-29565","11215-100242673","서**별**은** **동**8**","11380","10600","1","0103","0042","","",20,3,"502","철근콘크리트구조","(철근)콘크리트",44.43,10.6,1,1
"1138010200101760025","202006","11200-19820","11740-100226314","서**별**서**구**희**1**-**","11710","10100","1","0176","0022","명*하*빌","",20,4,"403","철근콘크리트구조","(철근)콘크리트",15.98,6.16,1,1
"1126010100112040001","202102","11260-24810","11440-100202752","서**별**관** **동**0**2**","11230","10300","1","0410","0028","","나동",20,1,"302","철근콘크리트구조","(철근)콘크리트",69.28,7.17,1,1
"1147010100109140002","202012","11305-29207","11260-100208641","서**별**종** **동**5**1**","11305","12300","1","0312","0008","","",20,4,"302","철근콘크리트구조","(철근)콘크리트",32.84,,1,1
"1144012400104870393","202003","11380-17289","11530-131207","서**별**광** **동**8**1**","11590","10200","1","0077","0005","","A동",20,6,"402","철근콘크리트구조","(철근)콘크리트",53.56,6.53,1,1
"1171010400101320000","202101","11305-100229783","11530-100203824","서**별**서**구**희**2**-**","11230","10200","1","0399","0005","","",20,4,"202","철근콘크리트구조","(철근)콘크리트",23.37,3.25,1,1
"1144010700103010000","202003","11380-100240425","11500-100263043","서**별**금** **동**3**1**","11740","10200","1","0457","0105","하*사*채","A동",20,-1,"102","철근콘크리트구조","(철근)콘크리트",22.09,4.01,1,1
"1138010300103310127","202010","11560-3188","11620-89675","서**별**광** **동**4**8**","11380","17400","1","0413","0025","휴*빌*","",10,2,"401","철근콘크리트구조","(철근)콘크리트",40.22,,1,0
"1138010900103030004","202008","11440-21513","11380-100218117","서**별**은** **동**2**7**","11215","10300","1","0127","0001","송*에*빌","",20,11,"102","철근콘크리트구조","(철근)콘크리트",48.32,5.26,1,0
"1171010800100280004","202009","11470-13765","11470-100208389","서**별**도** **동**6**6**","11290","10600","1","0918","0002","","",20,2,"301","철근콘크리트구조","(철근)콘크리트",74.13,6.74,1,1
"1130510300104680161","202105","11380-30003","11560-100221339","서**별**서** **동**1**3**","11320","10800","1","0045","0016","","",20,4,"401","철근콘크리트구조","(철근)콘크리트",59.73,5.12,1,1
"1111017400106680011","202102","11740-100201316","11440-100272329","서**별**송** **동**4**2**","11545","10800","1","0041","0034","예*타*밸*","",10,1,"지층-B01호","철근콘크리트구조","(철근)콘크리트",40.77,21.186,1,0
"1138010400104070026","202102","11530-100262208","11530-100199983","서**별**송** **동**7**","11200","11300","1","0018","0046","","",20,3,"101","철근콘크리트구조","(철근)콘크리트",45.99,12.4,1,1
"1141011800102650192","202006","11650-100262694","11620-91961","서**별**동** **동**8**","11305","10200","1","0033","0030","","",10,1,"402","철근콘크리트구조","(철근)콘크리트",49.44,7.36,1,1
"1117013100107580012","202002","11230-100225753","11290-127853","서**별**종** **동**2**4**","11320","10200","1","0178","0040","","",20,2,"201","철근콘크리트구조","(철근)콘크리트",92.2,16.23,0,1
"1159010900103480064","202102","11290-100188874","11470-132117","서**별**강** **동**5**1**","11260","10300","1","0016","0001","","한성타운",20,5,"202","철근콘크리트구조","(철근)콘크리트",34.56,4.29,1,1
"1121510100102330037","202011","11590-5145","11620-64133","서**별**강** **동**5**2**","11530","10800","1","0312","0051","","",20,5,"203","철근콘크리트구조","(철근)콘크리트",30.77,5.76,1,1
"1126010600104450001","202005","11710-14966","11290-117763","서**별**광** **동**4**1**","11215","10300","1","0340","0011","","장항빌딩",20,2,"102","철근콘크리트구조","기타지붕",57.5,5.55,1,1
"1126010100101400005","202010","11470-5911","11545-42205","서**별**은** **동**4**1**","11500","10600","1","0697","0000","","샤인빌",20,5,"403","철근콘크리트구조","(철근)콘크리트",29.97,10.05,0,0
"1144012300104100050","202102","11350-9890","11380-101807","서**별**서**구**제**7**","11215","11400","1","0222","0001","","",20,4,"102","철근콘크리트구조","(철근)콘크리트",37.01,4.43,1,0
"1130510100106370075","202008","11560-100227719","11590-63680","서**별**동**구**기**1**7**3**","11380","10300","1","0719","0109","성*세*트* *","B동",20,3,"102","철근콘크리트구조","(철근)콘크리트",40.65,28.48,1,1
"1165010200104000002","202011","11305-100220159","11500-77036","서**별**노** **동**1**1**","11680","10700","1","1528","0010","더*른*","",20,1,"203","철근콘크리트구조","(철근)콘크리트",25,9.56,1,1
"1174010900103940002","202001","11650-6198","11380-100297115","서**별**중** **동**5**0**","11260","10900","1","0110","0027","시*빌","칸하우스",20,1,"201","철근콘크리트구조","(철근)콘크리트",29.68,5.04,1,1
"1156013300107340009","202005","11740-100199196","11320-102473","서**별**노** **동**8**2**","11470","13800","1","0742","0068","에*엔*슬","",10,2,"304","철근콘크리트구조","(철근)콘크리트",97.16,8.42,1,1
"1165010100108390009","202101","11530-3614","11500-100249565","서**별**강** **동**6**5**","11710","10400","1","0733","0149","","B동",20,2,"202","철근콘크리트구조","(철근)콘크리트",72.9,,1,0
"1168010600109820004","202004","11260-100224532","11590-100238788","서**별**도** ** **3**","11380","10800","1","0436","0001","","",20,2,"302","철근콘크리트구조","(철근)콘크리트",62.88,6.42,0,1
"1162010200101200096","202011","11305-30766","11590-87762","서**별**서**구**은**1**-**","11740","10600","1","0180","0013","주*해*타*","",20,3,"401","철근콘크리트구조","(철근)콘크리트",43.32,4.593,1,1
"1171011400100130003","202010","11500-9241","11710-91546","서**별**성** **동**7**7**","11110","10700","1","0635","0163","대*빌","",20,4,"101","철근콘크리트구조","(철근)콘크리트",47.35,8.53,1,0
"1144012000104740030","202104","11680-17169","11380-100270019","서**별**마** **동**7**6**","11680","10400","1","0107","0110","","",20,-1,"302","철근콘크리트구조","(철근)콘크리트",66.19,9.59,1,1
"1150010300108040014","202011","11740-100217401","11215-100239052","서**별**강** **동**2**5**","11650","10700","1","0103","0012","","",20,3,"201","철근콘크리트구조","(철근)콘크리트",49.43,,1,1
"1171010400100490000","202010","11230-100238192","11470-134318","서**별**은** **동**2**7**","11380","10900","1","0194","0000","조*그*드*","",20,4,"106","철근콘크리트구조","(철근)콘크리트",35.22,6.88,1,1
"1114014400101930153","202104","11650-100206992","11230-100218478","서**별**양** **동**0**1**","11590","10200","1","0579","0028","양*도*빌*","가동",20,3,"104","철근콘크리트구조","(철근)콘크리트",25.11,18.23,1,1
"1174010800103810001","202102","11710-4064","11710-101831","서**별**관** **동**1**5**","11380","10300","1","0328","0006","팰*스*운*","",20,1,"502","벽돌구조","(철근)콘크리트",178.51,11.09,1,1
"1126010100113410009","202104","11710-12407","11710-83920","서**별**양** ** **8**4**","11215","10300","1","0466","0070","","",20,5,"502","철근콘크리트구조","(철근)콘크리트",98.45,18.35,1,1
"1154510300100030036","202008","11380-11409","11410-97200","서**별**마** **동**7**1**","11530","11700","1","0031","0001","","",10,1,"202","철근콘크리트구조","(철근)콘크리트",82.17,10.4,1,0
"1141011100101560345","202002","11560-100193095","11650-92012","서**별**마** **동**5**3**","11380","11000","1","0238","0005","","",20,3,"103","철근콘크리트구조","기타지붕",45.48,9.74,1,1
"1153010700100330147","202012","11560-100228724","11560-118218","서**별**도** **동**5**2**","11305","10200","1","0838","0027","","",10,3,"201","철근콘크리트구조","(철근)콘크리트",56.63,8.17,1,1
"1150010300103670077","202012","11260-100210658","11620-98612","서**별**광** **동**2**3**","11545","10400","1","0959","0002","예*팰*스*4*","",20,1,"302","철근콘크리트구조","(철근)콘크리트",15.47,6.02,0,1
"1174010800104620034","202010","11500-23186","11590-74202","서**별**양** ** **8**9**","11620","10200","1","0314","0108","","",20,1,"502","철근콘크리트구조","(철근)콘크리트",26.21,6.76,1,1
"1121510100100490077","202105","11470-4844","11500-92427","서**별**중** **동**3**8**","11590","10100","1","1171","0001","동*하*징","",10,5,"302","철근콘크리트구조","(철근)콘크리트",26.79,5.64,1,1
"1123010900101830245","202103","11380-11634","11440-38184","서**별**서**구**가** **8**6**","11260","10100","1","0520","0026","","",20,2,"201","철근콘크리트구조","(철근)콘크리트",56.02,3.973,0,1
"1141011600102980000","202105","11320-4860","11590-100212743","서**별**송** **동**2**1**","11380","10100","1","0003","0014","블*싱","",20,6,"202","철근콘크리트구조","(철근)콘크리트",61.51,8.85,1,1
"1120010800102650164","202001","11590-6078","11470-89751","서**별**강** **동**8**1**","11290","10200","1","0429","0001","","",20,3,"201","철근콘크리트구조","(철근)콘크리트",48.32,5.43,1,0
"1138010900100030005","202006","11500-18544","11110-100194899","서**별**용** **동**4**4**","11620","10200","1","0066","0119","루*너*","",20,-1,"301","철근콘크리트구조","(철근)콘크리트",41.06,,1,1
"1171010700101530000","202012","11470-100240749","11215-100235077","서**별**강** **동**9**1**1**","11650","10300","1","0369","0026","","",20,2,"801","철근콘크리트구조","(철근)콘크리트",50.84,10.36,1,0
"1162010200107490007","202009","11320-4932","11380-66292","서**별**용** **동**7**5**","11440","10200","1","0271","0032","대*빌*","102동",20,2,"203","철근콘크리트구조","(철근)콘크리트",51.18,8.35,0,1
"1171010500102800012","202003","11350-10118","11170-100215929","서**별**마** **동**2**8**","11500","13300","1","0251","0020","더*클*식*논*","",20,2,"203","벽돌구조","(철근)콘크리트",34.32,5.94,1,1
"1130510300105350331","202003","11530-100252847","11710-79088","서**별**은** **동**8**7**","11410","10200","1","0530","0010","","",20,2,"701","벽돌구조","(철근)콘크리트",84.95,11.84,1,1
"1147010100109070006","202102","11305-29045","11740-100248444","서**별**동** **진**2**-**","11590","10700","1","0448","0013","중*시*하*츠*라","",20,-1,"205","철골콘크리트구조","(철근)콘크리트",64.92,8.44,1,1
"1132010600106900056","202008","11500-11507","11650-94858","서**별**성** **동** **6**","11380","10700","1","0121","0466","","",20,5,"501","철근콘크리트구조","(철근)콘크리트",35.14,4.68,1,1
"1165010100109540029","202007","11470-20907","11710-129106","서**별**성** **동** **5**","11500","10100","1","1628","0002","M*펠*체","",20,3,"302","철근콘크리트구조","(철근)콘크리트",29.82,8.64,1,1
"1174010800102110001","202006","11500-100301152","11530-93563","서**별**은** **동**5**7**","11440","13600","1","0323","0142","남*빌*","",20,2,"502","철근콘크리트구조","(철근)콘크리트",36.36,6.71,1,1
"1126010100103770016","202104","11530-8419","11500-126826","서**별**은** **동**8**2**","11500","10100","1","0434","0008","","가동",10,2,"501","철근콘크리트구조","(철근)콘크리트",57.99,5.85,1,1
"1156010100106180239","202003","11260-29884","11740-100259556","서**별**서** **동**-**","11290","10200","1","0326","0037","우*하*스","A동",20,3,"101","철근콘크리트구조","(철근)콘크리트",23.72,5.04,1,1
"1168010700105950013","202007","11545-9617","11710-129551","서**별**송** **동**2**","11380","10600","1","1124","0185","","",20,3,"501","철근콘크리트구조","(철근)콘크리트",45.36,7.73,1,1
"1121510500106850005","202009","11545-100197424","11470-102812","서**별**마** **동**9**1**","11380","10100","1","0176","0003","","",20,2,"401","철근콘크리트구조","(철근)콘크리트",63.92,9.28,1,1
"1121510100102590042","202008","11470-18215","11500-80953","서**별**동** **동**1**9**","11380","16200","1","1559","0012","우*월*","",20,1,"101","벽돌구조","(철근)콘크리트",81.63,10.43,1,0
"1150010300110540004","202003","11710-100245634","11305-42349","서**별**광** **동**1**2**","11710","10600","1","0690","0118","","",20,1,"101","철근콘크리트구조","(철근)콘크리트",29.64,4.7,1,1
"1159010200102830155","202011","11215-100252950","11500-82657","서**별**강** **동**1**2**","11680","10100","1","0656","0020","세*하*빌","",20,8,"403","철근콘크리트구조","(철근)콘크리트",13.12,14.01,0,1
"1120010700103060024","202005","11410-25854","11710-164364","서**별**광** **동**5**2**","11170","10100","1","0342","0004","베*트*","두산그린빌라",20,3,"501","철근콘크리트구조","기타지붕",48.93,4.68,1,1
"1153010800100580001","202101","11305-13802","11305-44332","서**별**영**구**등** **0**1**","11200","10700","1","0493","0018","프*임*","미래하이빌",20,5,"202","일반목구조","(철근)콘크리트",30.83,5.84,1,1
"1171010800101280004","202002","11320-100195963","11500-100225154","서**별**강** **동**7**","11305","10300","1","0313","0043","","",20,-1,"301","철근콘크리트구조","(철근)콘크리트",59.82,9.82,1,1
"1129013500100030952","202006","11440-32334","11230-92200","서**별**강** **동**0**-**","11380","10200","1","0376","0000","","",20,2,"702","철근콘크리트구조","(철근)콘크리트",19.7,15.64,1,1
"1171010400100430011","202103","11260-100194130","11440-47500","서**별**금** **동**0**2**","11500","10300","1","0537","0050","V*L*A* *E*D*","A동",20,4,"501","철근콘크리트구조","(철근)콘크리트",61.38,11.364,1,1
"1174010800104210024","202103","11710-5692","11740-100188564","서**별**은** **동**1**3**","11710","10300","1","0456","0005","","",20,5,"지층B01호","벽돌구조","(철근)콘크리트",35.28,11.4,1,1
"1162010200116520030","202009","11650-13671","11620-111213","서**별**중**신** **0**4**","11410","10800","1","0598","0064","다*대*택*4*대*","",20,5,"502","벽돌구조","(철근)콘크리트",45.8,6.14,1,1
"1156013000100880002","202103","11215-100218197","11680-169480","서**별**강** **동**1**7**","11710","10700","1","0613","0008","한*팰*스","1동",20,5,"404","철근콘크리트구조","(철근)콘크리트",137.86,5.17,1,0
"1153010700103330007","202102","11710-8339","11650-100248277","서**별**관** **동**2**3**","11380","10900","1","0250","0011","","",20,6,"301","철근콘크리트구조","(철근)콘크리트",78.32,6.942,1,1
"1147010300110660000","202008","11230-6517","11710-80568","서**별**중** ** **6**","11140","10600","1","0470","0033","나*","",20,1,"102","철근콘크리트구조","(철근)콘크리트",56.98,5.33,1,1
"1171010100102370014","202105","11680-13168","11215-36308","서**별**송** **동**5**3**","11620","10500","1","0774","0014","에*엠*버*","",20,2,"B1","철근콘크리트구조","(철근)콘크리트",50.82,5.14,1,0
"1165010100105280074","202003","11500-27088","11500-93151","서**별**양** ** **8**6**","11680","10200","1","0360","0013","동*그*A","102동",20,1,"201","철근콘크리트구조","(철근)콘크리트",57.54,7.89,1,1
