"PNU코드(PNU)","기준년월(KEYMONTH)","표제부_키코드(PKCODE1)","전유부_키코드(PKCODE2)","사례번호(SRNUM)","본건_주소(ADDRESS)","본건_전용면적(BON_JYAREA)","사례_주소(SAMPLE_ADDRESS)","사례_본번(SAMPLE_BUNJI1)","사례_부번(SAMPLE_BUNJI2)","사례_건물이름(SAMPLE_BLDNAME)","사례_거래년월(SAMPLE_MONTH)","사례_거래금액(SAMPLE_VALUE)","사례_건축연도(SAMPLE_BUILDYEAR)","사례_전용면적(SAMPLE_JYAREA)","사례_층수(SAMPLE_FLOOR)","거리(SAMPLE_DISTANCE)","유사도(SAMPLE_SCORE)"
"1147010300105160002","202102","11470-16817","11470-116005","25","서**별**양** ** **6**0**",64.71,"서**별**양** ** **8**1**지**","0231","0245","아*펠*체",202008,12500,"2002",47.33,4,427,0.0116
"1147010200103240177","202101","11470-100223467","11470-100222283","5","서**별**양** **동**2**7**",40.83,"서**별**양** **동**5**1**지**","0499","0001","청*빌*A",201912,7000,"2011",43.83,3,0,0.07139
"1147010300109350007","202005","11470-16255","11470-100199607","64","서**별**양** **동**6**7**",43.32,"서**별**양** **동**7**1**지**","0108","0011","삼*하*츠*동",202005,16000,"2012",57.46,4,0,0.06509
"1147010200102310202","202001","11470-20016","11470-123160","25","서**별**양** ** **6**1**",66.08,"서**별**양** **동**5**9**","0042","0174","오*드*빌",202102,22000,"2003",28.13,3,354,0.08085
"1147010100109190015","202009","11470-11517","11470-102830","60","서**별**양** **동**3**2**지**",54.36,"서**별**양** **동**6**9**","1042","0173","동*주*",202010,20000,"1988",36.74,1,61,0.11895
"1147010300109210007","202104","11470-4994","11470-82457","13","서**별**양** ** **6**0**",41.97,"서**별**양** ** **8**6**","0815","0005","동*주* *동",202010,8500,"1988",28.99,4,393,0.12245
"1147010200107430002","202012","11470-100229488","11470-81831","154","서**별**양** **동**0**-**지**",47.52,"서**별**양** ** **-**번**","0555","0087","청*빌*(*3*-*)",201908,22800,"2017",36.51,1,334,0.08784
"1147010200103180053","202102","11470-16347","11470-79512","68","서**별**양** ** **8**번**",29.3,"서**별**양** **동**2**2**","0941","0003","빌*엔",201912,10000,"2003",73.64,3,251,0.05417
"1147010200103180175","202012","11470-2371","11470-100211989","43","서**별**양** **동**3**2**지**",47.98,"서**별**강** **동**1**1**","0974","0007","상*주*(*2*-*)",201912,14000,"2016",37.44,3,122,0.24437
"1147010200100410051","202010","11470-11685","11470-100208217","150","서**별**양** **동**2**9**",58.86,"서**별**양** **동**1**4**지**","0925","0011","금*석*라*동",201910,20000,"2017",24.65,2,451,0.08428
"1147010300101480028","202004","11470-6772","11470-109416","8","서**별**양** **동**4**4**",55.32,"서**별**양** **동**2**9**","0220","0002","동*씨*빌*동",202103,14000,"2016",37.16,3,219,0.11678
"1147010200103240095","202006","11470-10660","11470-100223872","15","서**별**양** **동**0**8**",51.45,"서**별**양** **동**9**1**지**","0918","0001","삼*파*빌*3*5*3*)",202102,11000,"2009",50.33,1,461,0.08203
"1147010200102310065","202002","11470-12892","11470-123534","21","서**별**양** **동**6**7**",42.71,"서**별**양** ** **0**8**","0994","0200","현*가*스*",202010,23000,"2002",30.3,2,456,0.06958
"1147010300109570002","202011","11470-14591","11470-78725","31","서**별**양** **동**3**1**지**",48.6,"서**별**양** **동**8**7**","0143","0016","럭*주* *차",202012,17500,"2001",58.59,7,0,0.00267
"1147010200107240012","202104","11470-2975","11470-102810","120","서**별**양** **동**7**2**지**",36.49,"서**별**양** **동**2**3**","0434","0038","이*주*(*동*",202007,15500,"2002",40.47,4,336,0.06157
"1147010200101310108","202103","11470-12932","11470-115206","74","서**별**양** **동**7**1**지**",28.21,"서**별**양** **동**7**1**지**","0884","0018","라*프*A*)",202009,10500,"2011",53.65,1,294,0.0366
"1147010100109460020","201912","11470-10209","11470-100218607","69","서**별**양** **동**0**번**",24.85,"서**별**양** **동**4**2**","0725","0035","대*아*빌*",202002,16000,"1993",51.01,3,298,0.06753
"1147010100109190003","202102","11470-5087","11470-64704","18","서**별**양** ** **1**2**",29.81,"서**별**양** ** **8**5**","0553","0002","용*하*츠*라",202007,14500,"2014",42.7,3,215,0.0522
"1147010200100410050","202105","11470-5539","11470-73419","41","서**별**양** **동**9**4**",34.14,"서**별**강** **동**2**1**지**","0717","0014","대*주*(*동*",201911,22000,"2002",28.945,1,0,0.1179
"1147010200102310171","202006","11470-19472","11470-89755","96","서**별**양** ** **4**2**지**",40.17,"서**별**양** ** **8**1**","0231","0151","승*빌*",201910,7500,"1986",52.78,3,357,0.11955
"1147010300109730018","202105","11470-9227","11470-133424","146","서**별**양** ** **1**번**",29.98,"서**별**양** **동**5**7**","0954","0014","목*하*츠*라*동",202102,10000,"2017",30.24,2,179,0.219
"1147010200105550017","202002","11470-4254","11470-125263","23","서**별**양** **동**4**2**지**",52.48,"서**별**양** **동**4**9**","0464","0015","더*슬*",202103,18700,"2016",39.41,2,325,0.08931
"1147010100110040005","202002","11470-7501","11470-86976","36","서**별**양** **동**7**2**",49.22,"서**별**양** ** **8**번**","0131","0012","대*빌*",202006,7500,"2011",37.92,2,225,0.03666
"1147010200107340008","202003","11470-18365","11470-103970","47","서**별**양** **동**8**3**",50.22,"서**별**양** ** **1**5**","0964","0009","(*0*0*1*)",201911,14000,"2007",59.98,4,389,0.03529
"1147010200107190029","202103","11470-8830","11470-100224114","73","서**별**양** ** **8**1**지**",57.06,"서**별**양** **동**2**-**지**","0856","0029","가*아*리*",201911,13000,"1995",65.42,4,265,0.13105
"1147010100109660009","202003","11470-2373","11470-108729","55","서**별**양** ** **1**0**지**",43.98,"서**별**양** **동**4**1**","1066","0016","해*빌*",201907,9000,"2016",29.87,5,157,0.12224
"1147010300109140008","202008","11470-6655","11470-66766","1","서**별**양** **동**4**1**지**",52.08,"서**별**양** **동**5**1**","0952","0002","드*팰*스",202103,6500,"2018",26.25,3,378,0.10849
"1147010300109250025","202001","11470-100209447","11470-81610","16","서**별**양** ** **5**번**",53.22,"서**별**양** **동**6**2**","0131","0011","밀*니*맨*",201908,8000,"1988",60.59,4,287,0.08794
"1147010300101300034","202007","11470-13208","11470-133547","37","서**별**양** **동**3**1**지**",37.26,"서**별**양** ** **1**1**","0780","0015","올*루*",202104,26000,"2015",60.265,4,485,0.11042
"1147010200105240010","202104","11470-100182146","11470-90038","47","서**별**양** **동**1**5**",64.66,"서**별**양** ** **0**번**","0468","0039","늘*량",202105,9000,"2002",75.6,2,437,0.05655
"1147010200103240168","202001","11470-3874","11470-100209884","31","서**별**양** ** **5**5**",53.61,"서**별**양** **동**0**-**번**","0218","0086","한*빌*",202104,17000,"2002",36.94,4,359,0.05573
"1147010100109700019","202103","11470-8060","11470-65995","154","서**별**양** **동**9**8**",61.9,"서**별**양** **동**5**9**","0604","0011","대*주*",202101,9500,"2002",37.16,2,403,0.10671
"1147010200101310037","202003","11470-14403","11470-117472","30","서**별**양** ** **5**번**",43.83,"서**별**양** **동**1**1**","0499","0012","금*빌*A*",202103,15000,"2003",61.26,5,365,0.11556
"1147010200105430005","202006","11470-5907","11470-117125","69","서**별**양** ** **-**번**",37.92,"서**별**양** **동**2**1**지**","0960","0005","효*그*빌*",202010,9000,"1988",22.42,3,78,0.1176
"1147010200107340004","202105","11470-17112","11470-116498","8","서**별**양** ** **4**4**",56.23,"서**별**양** **동**5**4**","0565","0007","삼*빌*A*",202103,26000,"2017",69.54,2,225,0.02496
"1147010300101360016","202105","11470-12132","11470-100201332","9","서**별**양** **동**4**1**지**",62.64,"서**별**양** ** **5**1**","0720","0003","백*빌*",202105,18000,"1987",44.46,2,356,0.11589
"1147010100108940007","202103","11470-15769","11470-65892","68","서**별**양** **동**3**3**지**",57.06,"서**별**양** **동**7**2**지**","0122","0006","신*주*",202007,21000,"2017",44.19,4,0,0.09349
"1147010200105340042","202012","11470-8340","11470-100216949","58","서**별**양** **동**7**1**지**",59.67,"서**별**양** ** **1**5**지**","0733","0017","하*D",202010,16000,"2002",37.01,5,484,0.16571
"1147010300109520005","202002","11470-8203","11470-132783","50","서**별**양** **동**0**7**",45.72,"서**별**양** ** **0**번**","0965","0013","다*빌*트*9*5*5*",202002,19000,"2016",52.65,2,382,0.06228
"1147010200103180028","202009","11470-15380","11470-52960","32","서**별**양** **동**2**2**지**",28.74,"서**별**양** **동**1**1**지**","0946","0019","삼*쉐*빌*2*1*2*6*",202011,8000,"1991",49.23,2,0,0.02613
"1147010200103240100","202006","11470-100183248","11470-63255","24","서**별**양** **동**0**6**",50.34,"서**별**양** ** **4**3**","0850","0001","기*아*빌",202007,17000,"2010",40.55,1,158,0.07043
"1147010300104830012","202012","11470-21587","11470-131474","16","서**별**양** **동**6**9**",25.96,"서**별**양** **동**3**4**","0525","0004","상*아*빌*8*2*2*)",201911,12500,"1987",54.26,2,55,0.06865
"1147010300104600001","202101","11470-7625","11470-117599","128","서**별**양** ** **9**9**",61.41,"서**별**양** **동**0**9**","0966","0006","다*타*팰*스",202008,19000,"2001",59.08,3,78,0.11915
"1147010300109730003","202001","11470-15300","11470-101382","8","서**별**양** **동**4**1**",68.07,"서**별**양** ** **1**3**","0972","0014","정*빌*",202002,19000,"2012",42.42,3,0,0.13006
"1147010200103180149","202007","11470-17346","11470-117042","10","서**별**양** **동**7**3**",36.69,"서**별**강** **동**2**1**지**","0789","0002","성*주*",202005,8500,"2007",53.25,2,235,0.01258
"1147010100110230008","202011","11470-100207645","11470-80192","139","서**별**양** **동**8**8**",51.78,"서**별**양** ** **5**번**","0774","0067","명*아*빌",202010,17850,"2016",49.19,2,87,0.03536
"1147010300109250010","202006","11470-100229325","11470-88106","4","서**별**양** ** **4**1**",39.86,"서**별**양** **동**8**8**","0318","0033","정*울*",201911,12000,"2002",31.78,2,116,0.08227
"1147010300104130015","202002","11470-10675","11470-84043","2","서**별**양** **동**6**1**지**",37.36,"서**별**양** **동**2**-**번**","0924","0029","J*빌*4*7*5*",201910,15000,"2012",59.94,5,299,0.13871
"1147010300100160006","202009","11470-6612","11470-64147","5","서**별**양** **동**1**2**",28.53,"서**별**양** **동**2**2**지**","0602","0007","대*주*(*동*",202009,21000,"2003",36.75,2,409,0.10871
"1147010200107600002","202004","11470-5711","11470-103757","10","서**별**양** **동**0**번**",35.82,"서**별**양** **동**1**-**지**","0461","0028","평*(*동*",202009,21000,"1998",55.09,2,350,0.14329
"1147010200107780019","202101","11470-12125","11470-100229253","34","서**별**양** **동**6**2**지**",37.41,"서**별**양** ** **3**1**","0921","0019","목*빌*",202101,16300,"1994",44.88,5,0,0.05849
"1147010300109570008","202001","11470-15250","11470-66115","117","서**별**양** **동**7**7**",52.84,"서**별**양** **동**6**6**","0231","0002","한*아*빌*",201908,22000,"1988",40.05,3,62,0.14607
"1147010100109400019","202006","11470-5975","11470-100198414","30","서**별**양** ** **8**8**",36.43,"서**별**양** ** **1**3**","0546","0007","금*5* *",202006,11000,"2001",26.91,4,363,0.04951
"1147010200102310241","202101","11470-10445","11470-70109","149","서**별**양** **동**8**9**",62.39,"서**별**양** **동**8**번**","0553","0004","남*쉐*빌",202106,24000,"2001",59.24,1,46,0.06079
"1147010300100490017","202102","11470-21324","11470-94425","32","서**별**양** **동**4**3**",27.5,"서**별**강** **동**8**6**","0315","0011","남*베*트*",202009,15750,"1990",42.9,2,0,0.1391
"1147010100109450036","202006","11470-100217405","11470-100228309","5","서**별**양** **동**8**1**지**",27.98,"서**별**양** **동**9**5**","0498","0006","포*스*",201903,23000,"2018",67.02,5,415,0.08514
"1147010300109250004","201912","11470-100220561","11470-76257","3","서**별**양** **동**4**3**지**",47.71,"서**별**양** ** **4**3**","0778","0013","홍*그*이*빌*",202105,17000,"2011",36.75,3,491,0.13835
"1147010300109260022","202008","11470-100218579","11470-92810","69","서**별**양** **동**2**3**지**",59.84,"서**별**양** **동**6**2**지**","0440","0004","미*팰*스",202005,20000,"2002",45.07,3,432,0.08554
"1147010200104980006","202104","11470-12161","11470-142250","28","서**별**양** **동**7**1**지**",61.63,"서**별**양** ** **1**1**","0926","0009","이*빌",202003,23500,"1989",50.08,1,87,0.08836
"1147010300102420035","202004","11470-21429","11470-77718","11","서**별**양** **동**5**1**지**",36.19,"서**별**양** ** **8**3**","0933","0009","영*아*빌*",202001,9000,"2007",29.84,3,165,0.03054
"1147010100109910012","202004","11470-3511","11470-100227325","27","서**별**양** **동**7**1**지**",44.22,"서**별**양** ** **7**0**","0076","0008","미*빌*D",202006,11000,"2016",40.77,4,354,0.14362
"1147010100108900006","202102","11470-4304","11470-66191","17","서**별**양** **동**5**8**",64.2,"서**별**양** ** **1**4**","0964","0004","샤*인*리*(*2*-*7*",202004,16000,"1988",34.82,7,479,0.04136
"1147010200105280023","202104","11470-100182024","11470-102922","53","서**별**양** **동**6**2**",27.79,"서**별**양** **동**0**-**번**","0920","0010","예*쉐*빌*9*9*4*(*9*)",201910,22500,"1990",46.08,3,473,0.04641
"1147010300109630007","202005","11470-17029","11470-89732","10","서**별**양** **동**2**1**",36.49,"서**별**양** ** **1**2**","0973","0091","금*연* *",202001,18000,"2006",44.88,1,127,0.05243
"1147010100109660005","202001","11470-16485","11470-87552","3","서**별**양** ** **4**8**",21.76,"서**별**양** **동**6**1**지**","0935","0002","첼*하*스",202003,11000,"2018",37.41,4,175,0.06716
"1147010300100490024","202011","11470-100219527","11470-115740","97","서**별**양** **동**1**1**지**",72.82,"서**별**양** ** **1**6**","0915","0009","(*9*-*)",202008,15600,"1997",48.76,1,296,0.0306
"1147010100109160004","202004","11470-9757","11470-100193354","3","서**별**양** ** **6**번**",43.34,"서**별**양** **동**2**-**지**","0042","0015","미*팰*스",202006,21500,"2012",60.64,1,433,0.04604
"1147010200102310072","202002","11470-100217295","11470-100211550","5","서**별**양** **동**2**2**지**",41.17,"서**별**양** ** **5**8**","0372","0001","럭*그*빌",202012,17000,"2002",60.64,3,489,0.12062
"1147010200105280024","202012","11470-100191393","11470-63933","7","서**별**양** ** **9**번**",47.52,"서**별**양** ** **6**4**","0318","0031","해*트*움",201910,16000,"2003",27.3,3,344,0.12181
"1147010100109790007","202011","11470-3175","11470-125563","65","서**별**양** ** **7**1**",29.3,"서**별**양** ** **5**번**","0233","0001","장*주* *동",202010,18000,"2003",52.87,1,440,0.1001
"1147010200106110017","202006","11470-11308","11470-100197480","20","서**별**양** **동**2**3**지**",43.32,"서**별**양** **동**7**1**지**","0965","0014","대*파*빌*3*8*2*7*",201910,8000,"2004",46.44,2,0,0.0764
"1147010200100420016","202102","11470-100217775","11470-132996","34","서**별**양** **동**2**1**지**",47.4,"서**별**양** ** **1**번**","0875","0060","명*아*빌",202101,8000,"2002",59.92,3,331,0.00049
"1147010300109570016","202101","11470-100209986","11470-115863","39","서**별**양** **동**1**-**번**",36.36,"서**별**양** ** **0**번**","0370","0001","라*빌*",201708,18700,"2003",24.24,4,446,0.08234
"1147010200103240046","202006","11470-17335","11470-84606","47","서**별**양** **동**6**7**",43.38,"서**별**양** ** **7**번**","0806","0011","삼*(*8*1*)",202004,28000,"1988",40.05,3,410,0.1159
"1147010100108820014","202006","11470-100216385","11470-143228","10","서**별**양** ** **8**2**지**",59.24,"서**별**양** **동**6**1**지**","0573","0034","주*베*빌*1*2*",202007,8000,"1992",64.38,2,368,0.08678
"1147010100108730008","202004","11470-8770","11470-100217348","105","서**별**양** **동**0**2**지**",41.21,"서**별**양** **동**9**1**지**","0745","0036","금*주*",202002,9000,"1992",36.36,4,239,0.06527
"1147010200105360011","202006","11470-100217097","11470-71396","155","서**별**양** **동**6**7**",45.99,"서**별**양** **동**2**1**지**","0964","0011","현*파*빌*6*2*",202007,19000,"2015",79.03,5,337,0.02822
"1147010200103180318","202003","11470-100218707","11470-80965","20","서**별**양** ** **1**번**",37.32,"서**별**양** **동**6**6**","1198","0009","효*주*(*0*2*1*)",202008,15000,"1992",29.96,2,445,0.05703
"1147010100109630003","202002","11470-100183248","11470-100212893","10","서**별**양** ** **5**3**",47.59,"서**별**양** ** **4**","0091","0002","세*주*(*2*-*)",202010,21300,"1982",61.2,2,185,0.09299
"1147010300109730012","202010","11470-3658","11470-100240492","7","서**별**양** **동**6**9**",41.23,"서**별**양** ** **1**4**지**","0537","0023","삼*(*5*-*)",202101,15000,"1989",57.92,2,59,0.11213
"1147010200103180177","202008","11470-9036","11470-100211238","113","서**별**양** **동**5**2**",23.23,"서**별**양** **동**2**1**지**","0439","0007","우*빌*(*동*",201910,24000,"1982",81.75,4,460,0.13713
"1147010200106270003","202006","11470-100203066","11470-86474","70","서**별**양** **동**3**2**",41.21,"서**별**양** ** **1**5**지**","0947","0251","동*2*(*동*",202103,11200,"1991",42.42,5,285,0.12291
"1147010300105190021","202011","11470-15066","11470-79173","33","서**별**양** **동**2**3**지**",70.02,"서**별**양** ** **7**8**","0231","0007","녹*빌*(*동*",202102,10000,"2001",47.24,1,108,0.0434
"1147010200105580003","202102","11470-6729","11470-87902","55","서**별**양** ** **1**6**",60.72,"서**별**강** **동**6**1**지**","0122","0079","삼*하*츠*동",202105,13000,"1986",41.64,4,0,0.13011
"1147010200107450027","202105","11470-16347","11470-63931","53","서**별**양** ** **3**3**",46.65,"서**별**양** **동**0**6**","0996","0005","경*주*4*",202004,18000,"1994",41.21,2,333,0.1035
"1147010200105050008","202007","11470-3929","11470-124479","61","서**별**양** **동**1**1**지**",47.1,"서**별**양** ** **8**0**지**","0925","0003","고*아*빌*9*-*)",202104,18000,"1986",28.27,3,435,0.10812
"1147010200105530030","202007","11470-9593","11470-100218658","19","서**별**양** **동**0**1**지**",37.78,"서**별**양** ** **1**4**지**","0029","0030","타*아*빌",202007,9000,"2002",60.72,2,0,0.0717
"1147010300109440001","202007","11470-4946","11470-102224","140","서**별**양** ** **-**1**",32.34,"서**별**양** ** **-**지**","0533","0005","금*주*",202101,13500,"2003",28.38,4,390,0.10974
